time,rpm,tps,water,a/f
09:10.0,7172,11,94,18.44625
09:10.1,6432,20,94,21.012
09:10.2,7467,52,94,12.7675
09:10.3,6046,10,95,19.54625
09:10.4,5763,10,95,20.97075
09:10.5,5394,22,95,19.7745
09:10.6,5310,6,95,18.9825
09:10.7,4461,8,95,18.41875
09:10.8,5690,40,95,20.60775
09:10.9,6139,44,95,15.0225
09:11.0,7014,38,95,15.545
09:11.1,7153,34,95,12.5255
09:11.2,6848,35,95,13.1415
09:11.3,7341,40,95,15.15725
09:11.4,7413,40,95,14.73925
09:11.5,7621,40,95,16.15
09:11.6,7584,32,95,15.25075
09:11.7,7668,31,95,16.7
09:11.8,7653,30,95,16.392
09:11.9,6710,11,95,16.6065
09:12.0,6167,11,95,19.8955
09:12.1,5935,11,95,20.84975
09:12.2,5630,11,95,19.56
09:12.3,5277,11,95,20.39325
09:12.4,4977,11,95,20.836
09:12.5,4899,24,95,19.66725
09:12.6,5284,26,95,20.58025
09:12.7,5328,26,95,19.923
09:12.8,5308,17,95,13.21025
09:12.9,4900,13,95,13.9885
09:13.0,5075,22,95,14.67325
09:13.1,5159,24,95,15.22325
09:13.2,5271,24,95,14.94275
09:13.3,5361,24,95,13.103
09:13.4,5439,24,95,14.511
09:13.5,5480,29,95,14.5
09:13.6,6691,52,95,14.203
09:13.7,7615,52,95,14.94275
09:13.8,8012,53,95,15.171
09:13.9,8141,26,96,20.78375
09:14.0,7812,26,96,20.8085
09:14.1,7104,26,96,16.95575
09:14.2,6679,24,96,15.03625
09:14.3,6379,21,96,14.137
09:14.4,6036,15,96,16.4195
09:14.5,5472,18,96,19.11725
09:14.6,5547,21,96,20.99825
09:14.7,5835,33,96,16.942
09:14.8,6077,23,96,15.00875
09:14.9,6227,23,96,14.016
09:15.0,6262,24,96,16.2435
09:15.1,6127,24,96,17.3325
09:15.2,6165,24,96,16.25725
09:15.3,6260,38,96,17.184
09:15.4,6744,39,96,16.67525
09:15.5,6578,26,96,12.26975
09:15.6,6517,13,96,13.49075
09:15.7,6050,7,96,14.8465
09:15.8,5714,12,96,19.186
09:15.9,5778,27,96,19.69475
09:16.0,6340,36,96,19.494
09:16.1,6461,39,96,14.45875
09:16.2,6627,39,96,11.156
09:16.3,6646,36,96,12.45675
09:16.4,7225,31,96,14.324
09:16.5,7225,27,96,13.466
09:16.6,6058,18,96,19.53525
09:16.7,6368,21,96,20.836
09:16.8,6275,21,96,17.5745
09:16.9,6115,21,96,12.55025
09:17.0,6107,21,96,15.1435
09:17.1,6202,41,96,17.13175
09:17.2,5861,8,96,13.73275
09:17.3,5625,9,96,17.426
09:17.4,5514,10,96,19.42525
09:17.5,5783,26,96,19.857
09:17.6,5666,27,96,13.5045
09:17.7,5605,31,96,12.443
09:17.8,5774,29,96,12.02775
09:17.9,6616,37,96,15.842
09:18.0,6793,48,96,14.88775
09:18.1,7464,49,97,15.3305
09:18.2,7649,48,97,14.12325
09:18.3,8050,36,97,20.11275
09:18.4,8002,35,97,20.7425
09:18.5,7434,18,97,16.4195
09:18.6,6931,13,97,18.75425
09:18.7,6620,13,97,20.8635
09:18.8,5982,13,97,19.50775
09:18.9,5790,18,97,20.87725
09:19.0,5617,18,97,19.57375
09:19.1,5602,23,97,20.8085
09:19.2,5630,23,97,19.615
09:19.3,5671,23,97,17.734
09:19.4,5453,23,97,18.031
09:19.5,5535,26,97,16.15
09:19.6,5776,46,97,15.6275
09:19.7,6551,53,97,16.2985
09:19.8,7373,50,97,11.84075
09:19.9,7530,34,97,13.58425
09:20.0,7219,32,97,13.69425
09:20.1,6980,26,97,16.0015
09:20.2,7091,28,97,16.35075
09:20.3,6941,22,97,15.237
09:20.4,5637,9,97,16.084
09:20.5,5349,18,97,20.84975
09:20.6,5374,18,97,19.62875
09:20.7,5683,35,97,16.0015
09:20.8,6262,35,97,11.54375
09:20.9,6015,8,98,14.874
09:21.0,5828,8,98,19.54625
09:21.1,5534,8,98,20.60775
09:21.2,5263,10,98,20.9295
09:21.3,5059,15,98,19.56
09:21.4,5280,24,98,17.26375
09:21.5,5387,24,98,15.98775
09:21.6,5322,13,98,15.2645
09:35.1,3583,32,63,21.36125
09:35.2,4074,33,63,18.47375
09:35.3,4921,33,63,15.12975
09:35.4,5349,33,63,13.94725
09:35.5,5378,33,63,17.2775
09:35.6,5456,19,63,16.31225
09:35.7,5495,19,63,15.1435
09:35.8,5458,19,63,15.25075
09:35.9,5506,18,63,15.77325
09:36.0,5472,21,63,17.547
09:36.1,5474,22,63,18.3115
09:36.2,5605,23,63,20.17875
09:36.3,5659,24,63,18.90275
09:36.4,5707,24,63,20.39325
09:36.5,5963,25,63,18.9165
09:36.6,6034,25,63,16.95575
09:36.7,6083,25,63,18.87525
09:36.8,6254,25,63,16.80725
09:36.9,6241,25,63,16.76875
09:37.0,6465,34,63,16.68625
09:37.1,6747,38,63,16.876
09:37.2,7776,44,63,16.88975
09:37.3,7361,7,64,21.078
09:37.4,6962,21,64,21.1055
09:37.5,7350,8,64,17.50575
09:37.6,6674,7,64,21.133
09:37.7,6463,7,64,21.078
09:37.8,6273,7,64,21.133
09:37.9,6117,7,64,21.1055
09:38.0,5950,7,64,21.144
09:38.1,5772,7,64,21.24025
09:38.2,5568,8,64,21.2925
09:38.3,5364,8,64,21.199
09:38.4,5173,8,64,21.2925
09:38.5,4968,8,64,21.18525
09:38.6,4785,8,64,21.32
09:38.7,4907,17,64,21.30625
09:38.8,4286,17,64,21.3475
09:38.9,4721,18,64,17.976
09:39.0,4737,18,64,16.68625
09:39.1,4092,7,64,16.92825
09:39.2,4279,14,64,18.339
09:39.3,4434,18,64,21.27875
09:39.4,4628,20,64,18.17675
09:39.5,4875,23,64,17.47825
09:39.6,4980,23,64,15.55875
09:39.7,5199,28,65,15.70725
09:39.8,5274,36,65,15.97675
09:39.9,6137,43,65,18.394
09:40.0,6403,43,65,16.55425
09:40.1,6833,44,65,17.10425
09:40.2,7170,44,65,15.2645
09:40.3,6998,7,65,14.86025
09:40.4,7064,7,65,16.71375
09:40.5,6487,7,65,21.133
09:40.6,5998,7,65,20.72875
09:40.7,5120,7,65,21.15775
09:40.8,4931,7,65,21.27875
09:40.9,4746,7,65,21.21275
09:41.0,4355,7,65,20.649
09:41.1,4162,9,65,21.078
09:41.2,4054,12,65,21.2925
09:41.3,4055,21,65,19.56
09:41.4,4407,24,65,15.31675
09:41.5,4629,24,66,15.0225
09:41.6,5032,24,66,14.24425
09:41.7,5040,25,66,12.84725
09:41.8,5103,25,66,15.03625
09:41.9,5066,25,66,14.203
09:42.0,5322,25,66,15.53125
09:42.1,5444,25,66,13.8675
09:42.2,5358,25,66,16.458
09:42.3,5511,25,66,16.95575
09:42.4,5548,25,66,16.71375
09:42.5,5503,25,66,18.01725
09:42.6,5544,25,66,17.59925
09:42.7,5608,26,66,18.097
09:42.8,5630,28,66,17.86875
09:42.9,5903,32,66,17.7065
09:43.0,6097,32,66,18.1905
09:43.1,6476,45,66,17.613
09:43.2,7995,45,66,13.85375
09:43.3,7524,10,67,18.3665
09:43.4,6706,19,67,19.7745
09:43.5,7413,35,67,20.24475
09:43.6,7046,14,67,15.721
09:43.7,6585,13,67,16.4195
09:43.8,6751,30,68,15.3855
09:43.9,7022,32,68,16.92825
09:44.0,7014,32,68,14.76675
09:44.1,6485,30,68,14.3515
09:44.2,7364,39,68,16.59275
09:44.3,7665,39,68,17.04925
09:44.4,7961,42,68,17.72025
09:44.5,9005,7,69,20.9845
09:44.6,7001,11,69,21.09175
09:44.7,5929,16,69,21.09175
09:44.8,5471,16,69,21.18525
09:44.9,5394,16,69,21.199
09:45.0,5244,7,69,21.144
09:45.1,5013,7,69,21.1715
09:45.2,4763,8,69,19.96425
09:45.3,4305,8,69,21.11925
09:45.4,4079,8,69,19.84325
09:45.5,3823,13,69,21.15775
09:45.6,4287,6,69,12.7675
09:45.7,3723,8,69,14.16175
09:45.8,4056,17,69,18.581
09:45.9,4663,17,69,20.22
09:46.0,4227,17,69,18.78175
09:46.1,4438,27,69,14.632
09:46.2,5093,27,69,13.961
09:46.3,5240,29,69,14.4725
09:46.4,5514,34,69,15.07475
09:46.5,5990,37,69,16.271
09:46.6,6490,39,69,15.31675
09:46.7,8538,22,69,20.84975
09:46.8,7506,31,69,18.218
09:46.9,7186,31,69,18.8505
09:47.0,7222,31,69,17.1565
09:47.1,7275,31,69,15.52025
09:47.2,7324,31,69,17.3985
09:47.3,7376,31,69,17.371
09:47.4,7581,33,69,17.65425
09:47.5,7569,28,69,18.0695
09:47.6,7384,24,69,18.218
09:47.7,7080,24,69,14.4725
09:47.8,7763,45,69,15.963
09:47.9,7687,18,69,21.012
09:48.0,7425,8,69,21.02575
09:48.1,7140,7,69,20.1925
09:48.2,6944,8,69,20.99825
09:48.3,6345,10,69,21.078
09:48.4,6161,14,69,19.7745
09:48.5,6306,31,69,21.0505
09:48.6,6535,31,69,16.4195
09:48.7,6325,26,69,17.41225
09:48.8,5894,11,69,15.52025
09:48.9,5688,11,69,17.426
09:49.0,5573,11,69,19.45275
09:49.1,5286,10,69,19.615
09:49.2,5016,10,69,21.144
09:49.3,4943,11,69,21.1055
09:49.4,5340,36,69,21.09175
09:49.5,5593,38,69,16.83475
09:49.6,6241,37,69,12.84725
09:49.7,6533,33,69,15.73475
09:49.8,6641,33,69,14.72825
09:49.9,7140,40,69,14.258
09:50.0,7373,47,69,16.10875
09:50.1,7924,49,69,15.46525
09:50.2,7295,7,69,19.42525
09:50.3,6895,7,69,21.1055
09:50.4,6739,7,69,19.439
09:50.5,6526,7,69,21.0505
09:50.6,6149,8,69,20.12375
09:50.7,5978,8,69,21.0505
09:50.8,5744,8,69,21.012
09:50.9,5610,9,69,20.5555
09:51.0,5392,9,69,21.03675
09:51.1,5136,18,69,21.1055
09:51.2,5096,19,69,19.84325
09:51.3,5034,19,69,18.29775
09:51.4,5018,18,69,16.7
09:51.5,5070,19,69,17.118
09:51.6,5107,18,70,14.9565
09:51.7,5068,19,69,16.19125
09:51.8,5036,18,70,15.03625
09:51.9,5038,18,70,16.4195
09:52.0,5036,19,70,16.392
09:52.1,5120,24,70,14.687
09:52.2,5212,31,70,16.1225
09:52.3,5534,32,70,15.85575
09:52.4,5828,35,70,15.2645
09:52.5,6149,35,70,15.3305
09:52.6,6616,36,70,15.6935
09:52.7,6588,36,70,16.49925
09:52.8,6931,38,70,15.65225
09:52.9,7181,38,70,16.821
09:53.0,7312,38,70,15.19575
09:53.1,6959,10,70,16.392
09:53.2,6461,11,70,15.2645
09:53.3,6880,18,70,17.8275
09:53.4,6648,12,70,21.06425
09:53.5,6481,19,70,15.3855
09:53.6,6311,19,70,19.8845
09:53.7,6131,19,70,15.0885
09:53.8,6046,19,70,17.3325
09:53.9,5896,19,70,16.35075
09:54.0,5367,19,70,16.5405
09:54.1,5931,35,70,15.22325
09:54.2,6198,35,70,17.04925
09:54.3,6394,35,70,15.89425
09:54.4,6392,33,70,16.49925
09:54.5,6430,31,70,14.57975
09:54.6,6375,9,70,16.15
09:54.7,5762,7,70,15.413
09:54.8,5813,7,70,21.09175
09:54.9,5563,11,70,19.6425
09:55.0,5383,28,70,18.9825
09:55.1,6155,37,70,14.16175
09:55.2,6569,37,70,11.6785
09:55.3,6549,38,70,14.45875
09:55.4,6734,43,70,15.85575
09:55.5,6965,44,70,14.79425
09:55.6,7591,7,70,20.99825
09:55.7,7295,7,70,19.60125
09:55.8,7083,7,70,20.94325
09:55.9,6366,7,70,21.06425
09:56.0,5714,9,70,21.1055
09:56.1,4952,8,70,17.855
09:56.2,4622,8,70,19.6425
09:56.3,4279,9,70,21.11925
09:56.4,4058,9,70,19.81575
09:56.5,3667,9,70,20.39325
09:56.6,3561,9,70,20.87725
09:56.7,3432,9,70,19.1585
09:56.8,3351,17,70,21.078
09:56.9,3975,18,70,21.254
09:57.0,3690,19,70,15.6275
09:57.1,4143,19,70,14.995
09:57.2,4402,19,70,12.91325
09:57.3,4635,19,70,13.8125
09:57.4,5053,20,70,12.48425
09:57.5,5131,26,70,14.808
09:57.6,5425,31,70,13.12775
09:57.7,5652,32,70,14.874
09:57.8,5899,32,70,15.666
09:57.9,5996,32,70,15.03625
09:58.0,6469,34,70,16.084
09:58.1,7278,35,70,15.94925
09:58.2,7370,24,71,17.14275
09:58.3,7222,24,71,17.01075
09:58.4,7118,29,71,17.1565
09:58.5,7197,34,71,16.326
09:58.6,7273,37,71,14.9565
09:58.7,7754,40,71,15.963
09:58.8,7046,8,71,20.715
09:58.9,6843,8,71,20.9845
09:59.0,6674,8,71,19.69475
09:59.1,6465,9,71,20.836
09:59.2,6287,10,71,21.06425
09:59.3,5863,26,71,19.38675
09:59.4,5903,35,71,20.3135
09:59.5,6761,37,71,15.303
09:59.6,6952,37,71,14.12325
09:59.7,7164,45,71,15.3305
09:59.8,7479,19,71,19.38675
09:59.9,6803,8,71,21.0505
10:00.0,5405,8,72,19.736
10:00.1,6056,41,72,21.11925
10:00.2,6850,46,72,13.719
10:00.3,7247,54,72,16.337
10:00.4,7422,54,72,17.14275
10:00.5,7931,7,72,20.90475
10:00.6,7458,7,72,19.57375
10:00.7,7250,7,72,20.94325
10:00.8,6983,8,72,21.0505
10:00.9,6759,8,72,19.60125
10:01.0,6503,8,72,21.078
10:01.1,6027,9,72,19.45275
10:01.2,5732,9,72,21.133
10:01.3,5544,9,72,21.11925
10:01.4,5295,9,72,19.615
10:01.5,5088,11,72,21.06425
10:01.6,4969,13,72,21.1715
10:01.7,4758,13,72,19.53525
10:01.8,4659,13,72,21.18525
10:01.9,5149,25,73,20.90475
10:02.0,4949,28,73,18.339
10:02.1,5175,28,73,15.2645
10:02.2,5372,28,73,15.545
10:02.3,5455,28,73,14.86025
10:02.4,5508,28,73,15.77325
10:02.5,5762,34,73,14.73925
10:02.6,5929,37,73,16.15
10:02.7,6416,41,73,15.03625
10:02.8,6604,41,73,16.2435
10:02.9,6848,41,73,16.5405
10:03.0,6321,10,73,19.50775
10:03.1,6131,8,73,21.1055
10:03.2,5948,9,73,21.18525
10:03.3,5389,11,73,20.15125
10:03.4,5114,18,73,20.05775
10:03.5,5152,19,73,19.90925
10:03.6,5144,20,73,17.8825
10:03.7,5079,21,73,16.084
10:03.8,5192,21,73,17.19775
10:03.9,4908,13,73,15.53125
10:04.0,5127,22,73,15.61375
10:04.1,5014,24,73,17.31875
10:04.2,5218,28,73,16.21875
10:04.3,5349,28,73,13.66675
10:04.4,5585,38,73,14.808
10:04.5,6677,48,73,13.895
10:04.6,7051,48,74,14.632
10:04.7,7728,48,74,15.7485
10:04.8,8033,15,74,21.02575
10:04.9,7048,24,74,21.02575
10:05.0,7259,30,74,17.46725
10:05.1,7208,30,74,16.942
10:05.2,6843,25,74,14.94275
10:05.3,6751,25,74,15.65225
10:05.4,6931,23,74,16.49925
10:05.5,6306,8,74,16.084
10:05.6,5681,7,74,21.133
10:05.7,5180,11,74,19.54625
10:05.8,5461,21,74,13.49075
10:05.9,5186,16,74,17.96225
10:06.0,5132,16,74,19.42525
10:06.1,4921,13,74,18.99625
10:06.2,5323,28,75,18.17675
10:06.3,5235,33,75,17.02175
10:06.4,5587,37,75,15.3305
10:06.5,5355,16,75,15.7595
10:06.6,5162,15,75,18.47375
10:06.7,5237,11,75,19.84325
10:06.8,5022,14,75,19.736
10:06.9,5214,25,75,20.715
10:07.0,5341,26,75,20.0165
10:07.1,5110,15,75,15.52025
10:07.2,4984,15,75,16.392
10:07.3,5132,18,75,16.7
10:07.4,5266,26,75,16.86225
10:07.5,5426,30,75,15.98775
10:07.6,5673,36,75,13.76025
10:07.7,5986,18,75,15.479
10:07.8,5537,15,75,14.79425
10:07.9,5635,15,75,18.96875
10:08.0,5776,25,75,19.802
10:08.1,5808,26,75,16.64775
10:08.2,5828,26,75,17.17025
10:08.3,5725,8,75,15.61375
10:08.4,5460,15,75,21.0505
10:08.5,5221,16,75,19.439
10:08.6,5308,23,75,15.80075
10:08.7,5384,21,75,14.31025
10:08.8,5492,29,75,15.80075
10:08.9,6109,37,75,13.97475
10:09.0,6285,37,75,16.0015
10:09.1,6581,37,75,16.0015
10:09.2,7175,37,75,15.10225
10:09.3,7668,18,76,19.41425
10:09.4,7327,26,76,20.97075
10:09.5,7099,23,76,18.29775
10:09.6,7455,10,76,17.86875
10:09.7,6616,23,76,13.11675
10:09.8,6358,10,76,15.98775
10:09.9,6241,10,76,17.2775
10:10.0,5577,25,76,19.90925
10:10.1,6065,31,76,20.66275
10:10.2,6143,25,77,15.22325
10:10.3,5864,9,77,15.85575
10:10.4,6694,49,77,19.45275
10:10.5,6840,45,77,18.38025
10:10.6,6578,25,77,15.2095
10:10.7,6592,13,77,17.07675
10:10.8,7151,34,77,16.4195
10:10.9,6803,31,77,14.48625
10:11.0,7017,31,77,13.0095
10:11.1,6983,31,77,13.03425
10:11.2,7192,29,77,14.4175
10:11.3,7051,20,77,15.05
10:11.4,6845,20,77,13.90875
10:11.5,6952,26,77,14.06825
10:11.6,6980,26,77,15.27825
10:11.7,6761,29,77,18.284
10:11.8,6718,29,77,15.64125
10:11.9,6791,29,77,17.305
10:12.0,6781,28,77,15.6
10:12.1,6408,20,77,15.413
10:12.2,6210,19,77,15.18475
10:12.3,6202,31,77,17.0355
10:12.4,6384,34,77,15.80075
10:12.5,6519,34,77,16.49925
10:12.6,6793,34,78,16.205
10:12.7,6898,34,78,15.6275
10:12.8,7043,37,78,13.82625
10:12.9,7267,40,78,15.4515
10:13.0,7631,43,78,16.31225
10:13.1,7868,48,78,16.458
10:13.2,8234,48,78,15.171
10:13.3,8002,9,79,21.06425
10:13.4,7735,12,79,21.133
10:13.5,8184,47,79,21.02575
10:13.6,8359,48,79,20.97075
10:13.7,8012,14,79,20.99825
10:13.8,7760,14,79,19.53525
10:13.9,7606,14,79,20.94325
10:14.0,7446,14,79,21.1055
10:14.1,7030,14,79,21.03675
10:14.2,6820,14,79,21.11925
10:14.3,6330,12,79,21.133
10:14.4,6081,12,79,20.5005
10:14.5,5325,12,79,21.02575
10:14.6,5134,13,79,19.56
10:14.7,4948,13,79,21.24025
10:14.8,5176,30,79,17.65425
10:14.9,5529,35,79,13.9225
10:15.0,5678,36,80,14.2305
10:15.1,5990,37,80,15.31675
10:15.2,6330,38,80,14.12325
10:15.3,6776,46,80,15.94925
10:15.4,7004,49,80,14.79425
10:15.5,7858,77,80,15.303
10:15.6,8173,57,80,17.77525
10:15.7,7597,18,80,15.27825
10:15.8,7584,7,80,20.99825
10:15.9,7352,7,80,21.02575
10:16.0,7140,7,80,19.4665
10:16.1,6632,7,80,21.133
10:16.2,6399,7,80,19.48025
10:16.3,5909,7,80,20.75625
10:16.4,5662,7,80,19.5875
10:16.5,5361,7,80,21.1055
10:16.6,5129,7,80,19.923
10:16.7,4641,7,80,21.21275
10:16.8,4446,11,80,19.72225
10:16.9,4386,15,80,20.7425
10:17.0,4618,17,80,21.2925
10:17.1,4343,19,80,18.01725
10:17.2,4603,23,80,16.71375
10:17.3,4867,24,80,15.1435
10:17.4,5179,24,80,14.687
10:17.5,5189,24,80,15.0225
10:17.6,5237,24,80,13.169
10:17.7,5292,24,80,14.76675
10:17.8,5366,24,80,15.303
10:17.9,5354,24,80,13.9885
10:18.0,5537,26,80,15.5065
10:18.1,6097,39,80,15.787
10:18.2,6401,39,80,15.5065
10:18.3,6672,30,80,14.0545
10:18.4,6262,12,80,15.77325
10:18.5,6487,27,80,16.392
10:18.6,6551,34,80,17.3325
10:18.7,6686,39,80,15.9355
10:18.8,7156,47,80,16.876
10:18.9,8064,60,80,16.67525
10:19.0,7461,13,81,21.06425
10:19.1,6562,12,81,19.4005
10:19.2,6751,20,81,15.31675
10:19.3,6013,14,81,13.15525
10:19.4,6648,35,81,16.2985
10:19.5,6761,13,81,15.237
10:19.6,6384,32,81,11.16975
10:19.7,7233,8,81,19.7745
10:19.8,7048,11,81,20.8635
10:19.9,6855,11,81,21.03675
10:20.0,7094,33,81,14.9015
10:20.1,7233,30,81,13.84
10:20.2,7151,29,81,14.4725
10:20.3,6761,24,81,15.545
10:20.4,6858,37,81,17.184
10:20.5,6926,41,81,15.171
10:20.6,7548,45,81,16.6615
10:20.7,8145,46,81,16.95575
10:20.8,7203,8,81,21.03675
10:20.9,6843,7,81,21.11925
10:21.0,6065,7,81,19.9505
10:21.1,5911,7,81,20.2585
10:21.2,5428,7,81,19.8295
10:21.3,4895,7,81,21.21275
10:21.4,4647,7,81,19.736
10:21.5,4406,7,81,21.21275
10:21.6,4209,8,81,21.012
10:21.7,4037,8,81,19.74975
10:21.8,3947,8,81,21.02575
10:21.9,3776,8,81,21.2265
10:22.0,3753,11,82,21.133
10:22.1,3873,20,81,20.91575
10:22.2,3751,21,81,19.54625
10:22.3,4033,22,82,17.36
10:22.4,4266,23,82,13.719
10:22.5,4718,23,82,12.8995
10:22.6,5260,23,82,12.19
10:22.7,5319,29,82,13.345
10:22.8,6204,40,82,13.66675
10:22.9,6461,41,82,14.9015
10:23.0,6830,43,82,15.53125
10:23.1,7891,45,82,14.753
10:23.2,8102,50,82,16.821
10:23.3,9106,7,82,20.48675
10:23.4,7569,8,82,19.923
10:23.5,7315,8,82,21.02575
10:23.6,7118,26,82,21.15775
10:23.7,7004,26,82,15.2095
10:23.8,6952,26,82,15.4515
10:23.9,6975,26,82,16.59275
10:24.0,7043,27,82,15.58625
10:24.1,6795,27,82,17.118
10:24.2,6788,27,82,17.3325
10:24.3,6795,30,82,17.2775
10:24.4,6825,33,82,17.3325
10:24.5,7211,39,82,16.9145
10:24.6,7399,45,82,16.52675
10:24.7,7464,11,82,15.73475
10:24.8,6569,10,82,16.634
10:24.9,6684,11,82,18.0035
10:25.0,6517,11,82,20.60775
10:25.1,6343,27,82,19.57375
10:25.2,6528,34,82,20.2585
10:25.3,6441,35,82,18.1245
10:25.4,6667,35,82,16.1225
10:25.5,6754,35,82,17.0355
10:25.6,6998,35,82,15.06375
10:25.7,7506,45,82,16.56525
10:25.8,8318,50,82,16.997
10:25.9,8542,50,82,16.1775
10:26.0,8311,8,82,20.05775
10:26.1,7982,8,82,21.012
10:26.2,7625,8,83,20.60775
10:26.3,7156,13,83,19.681
10:26.4,6944,13,83,20.9295
10:26.5,6355,16,83,20.9295
10:26.6,6231,22,83,20.957
10:26.7,6161,23,83,19.56
10:26.8,6137,23,83,18.93025
10:26.9,6054,25,83,20.286
10:27.0,6233,25,83,17.6405
10:27.1,6105,25,83,21.11925
10:27.2,5975,17,83,18.96875
10:27.3,5683,15,83,17.14275
10:27.4,5328,19,83,19.21075
10:27.5,5490,19,83,19.9505
10:27.6,5444,19,83,17.22525
10:27.7,5341,19,83,19.53525
10:27.8,5501,30,83,17.2115
10:27.9,5751,34,83,15.9355
10:28.0,6679,44,83,11.101
10:28.1,6978,44,83,13.3835
10:28.2,7563,50,83,14.4175
10:28.3,8002,66,83,16.1225
10:28.4,8134,21,83,20.231
10:28.5,7884,6,83,19.42525
10:28.6,7747,6,83,21.06425
10:28.7,7569,6,83,21.0505
10:28.8,7355,6,83,19.439
10:28.9,7145,6,83,21.09175
10:29.0,6321,7,83,20.24475
10:29.1,6050,7,83,19.45275
10:29.2,5822,7,83,21.02575
10:29.3,5585,7,83,20.15125
10:29.4,5134,9,83,21.24025
10:29.5,4934,11,83,19.69475
10:29.6,4838,18,83,20.99825
10:29.7,5088,21,83,20.957
10:29.8,4935,22,83,18.2455
10:29.9,5075,22,83,17.0355
10:30.0,5169,22,83,16.07025
10:30.1,5176,22,83,14.16175
10:30.2,5266,22,83,15.46525
10:30.3,5272,21,83,14.06825
10:30.4,5255,20,83,15.1435
10:30.5,5196,17,83,15.6275
10:30.6,5237,17,83,14.52475
10:30.7,5201,17,83,15.89425
10:30.8,5099,17,83,15.55875
10:30.9,5135,25,83,14.874
10:31.0,5334,34,83,16.15
10:31.1,6345,36,83,10.01475
10:31.2,6427,36,83,13.45225
10:31.3,6465,36,83,14.1755
10:31.4,6546,36,83,15.80075
10:31.5,6773,36,83,14.2965
10:31.6,6975,36,83,15.19575
10:31.7,6751,8,83,14.0545
10:31.8,6677,13,83,18.4325
10:31.9,6542,13,83,18.4325
10:32.0,6373,13,83,18.0035
10:32.1,6237,13,83,18.3665
10:32.2,6109,13,83,17.72025
10:32.3,5942,14,83,20.44825
10:32.4,5760,13,83,20.99825
10:32.5,5620,16,83,19.54625
10:32.6,5259,25,83,21.078
10:32.7,5898,31,83,19.33175
10:32.8,6252,32,83,11.706
10:32.9,6294,32,83,15.43775
10:33.0,6503,32,83,15.06375
10:33.1,6421,30,83,15.22325
10:33.2,6441,26,83,16.07025
10:33.3,6447,22,83,14.70075
10:33.4,6441,21,83,16.0565
10:33.5,6410,21,83,15.9355
10:33.6,6302,21,83,14.566
10:33.7,6291,21,83,16.01525
10:33.8,6192,21,83,15.479
10:33.9,6157,21,83,16.83475
10:34.0,6169,21,83,16.43325
10:34.1,6067,25,83,14.94275
10:34.2,6054,25,83,16.55425
10:34.3,6273,30,83,15.61375
10:34.4,6438,34,84,16.62025
10:34.5,6786,40,84,14.9015
10:34.6,7043,41,84,15.908
10:34.7,7292,45,84,15.65225
10:34.8,7440,47,84,14.43125
10:34.9,7712,47,84,16.22975
10:35.0,8085,50,84,15.413
10:35.1,8782,7,84,16.3645
10:35.2,8511,7,84,20.9845
10:35.3,8085,7,84,19.41425
10:35.4,7690,7,84,20.90475
10:35.5,7381,7,84,21.06425
10:35.6,7059,7,84,19.494
10:35.7,6860,7,84,20.97075
10:35.8,6698,7,84,21.133
10:35.9,6425,7,84,19.53525
10:36.0,6173,7,84,21.15775
10:36.1,5939,7,84,21.21275
10:36.2,4774,7,84,21.2265
10:36.3,4345,7,84,19.66725
10:36.4,4002,7,84,21.265
10:36.5,3057,7,84,20.165
10:36.6,2956,7,84,19.60125
10:36.7,2824,7,84,21.078
10:36.8,2747,7,84,19.494
10:36.9,2693,7,84,20.3135
10:37.0,2382,7,84,21.36125
10:37.1,2856,21,84,19.48025
10:37.2,2842,6,84,20.97075
10:37.3,2318,15,84,16.9145
10:37.4,2734,16,84,16.205
10:37.5,3061,16,84,21.133
10:37.6,2825,16,84,19.5215
10:37.7,3284,32,84,17.19775
10:37.8,3575,32,84,17.31875
10:37.9,4003,32,84,16.16375
10:38.0,4248,6,84,13.0755
10:38.1,3741,6,84,13.0205
10:38.2,3719,15,84,13.21025
10:38.3,4773,31,84,18.93025
10:38.4,4752,28,84,19.197
10:38.5,4977,28,84,12.322
10:38.6,5153,28,84,10.9525
10:38.7,5545,28,84,11.9755
10:38.8,5625,29,84,12.69875
10:38.9,5732,29,84,15.00875
10:39.0,5941,30,84,13.76025
10:39.1,6258,33,84,15.2095
10:39.2,6311,33,84,15.82825
10:39.3,6487,33,84,14.445
10:39.4,6875,34,84,14.5385
10:39.5,7228,36,84,15.89425
10:39.6,7653,39,84,16.25725
10:39.7,7809,35,84,16.15
10:39.8,7625,19,84,15.5065
10:39.9,7062,13,84,20.90475
10:40.0,6957,15,84,19.41425
10:40.1,7228,41,84,13.356
10:40.2,7390,32,84,14.57975
10:40.3,7312,25,84,12.20375
10:40.4,7118,25,84,11.519
10:40.5,7113,25,84,13.466
10:40.6,7500,44,84,17.305
10:40.7,8085,20,84,13.8125
10:40.8,7350,13,84,17.118
10:40.9,6247,11,84,20.836
10:41.0,5785,10,84,19.45275
10:41.1,4942,10,84,19.62875
10:41.2,4730,11,84,21.012
10:41.3,5138,31,84,19.57375
10:41.4,5173,24,84,17.6955
10:41.5,5304,27,84,10.375
10:41.6,5568,35,84,15.2645
10:41.7,5881,37,84,14.06825
10:41.8,6231,38,84,15.171
10:41.9,6916,43,84,13.9885
10:42.0,7064,44,84,15.358
