time,rpm,tps,water,a/f
13:19.8,9010,11,100,19.4005
13:19.9,8281,11,100,20.29975
13:20.0,7858,11,100,19.42525
13:20.1,7560,11,100,19.978
13:20.2,7200,41,100,20.97075
13:20.3,7992,18,100,17.86875
13:20.4,7054,6,100,14.18925
13:20.5,6954,7,100,21.2265
13:20.6,6720,9,100,19.5875
13:20.7,6514,18,100,21.18525
13:20.8,6423,23,100,21.09175
13:20.9,6467,34,100,19.615
13:21.0,7233,40,100,20.00275
13:21.1,7170,31,100,17.063
13:21.2,6434,16,100,17.6955
13:21.3,6401,22,100,21.18525
13:21.4,6279,22,100,18.889
13:21.5,6169,22,100,16.22975
13:21.6,5980,11,100,16.337
13:21.7,5301,8,100,15.171
13:21.8,5464,10,100,18.46
13:21.9,5479,20,101,20.78375
13:22.0,5447,20,100,21.36125
13:22.1,5277,20,100,18.0035
13:22.2,5361,20,100,17.84125
13:22.3,5381,20,100,17.31875
13:22.4,5343,17,101,14.269
13:22.5,5260,16,101,15.43775
13:22.6,5227,16,100,16.0015
13:22.7,5176,16,100,14.7145
13:22.8,5231,28,100,16.205
13:22.9,5479,39,100,16.205
13:23.0,4901,8,100,12.09375
13:23.1,5025,8,101,13.048
13:23.2,4893,8,101,19.65625
13:23.3,5103,33,101,21.2265
13:23.4,5329,22,101,19.923
13:23.5,4919,12,101,16.67525
13:23.6,5313,22,101,12.322
13:23.7,5222,23,101,13.5045
13:23.8,5358,23,101,14.8465
13:23.9,5405,23,101,15.292
13:24.0,5585,30,101,13.42475
13:24.1,5808,31,101,15.00875
13:24.2,5967,18,101,16.04275
13:24.3,5431,11,101,14.0545
13:24.4,5144,11,101,19.53525
13:24.5,5243,23,101,18.95775
13:24.6,5296,23,101,16.755
13:24.7,5319,13,101,15.358
13:24.8,5195,13,101,13.5045
13:24.9,5153,13,101,15.358
13:25.0,5135,13,101,17.84125
13:25.1,5084,18,101,15.303
13:25.2,5398,29,101,17.13175
13:25.3,5290,30,101,16.40575
13:25.4,5706,37,101,12.94075
13:25.5,6208,40,101,11.9865
13:25.6,6349,40,101,10.9415
13:25.7,6476,40,101,12.79225
13:25.8,6764,40,101,15.1435
13:25.9,7062,40,101,14.15075
13:26.0,7874,40,101,13.90875
13:26.1,8300,40,101,16.80725
13:26.2,8385,40,101,15.6275
13:26.3,8704,55,101,16.56525
13:26.4,8549,10,101,12.9545
13:26.5,8530,9,101,19.42525
13:26.6,8370,9,101,20.957
13:26.7,8187,11,101,21.1055
13:26.8,7722,22,101,21.02575
13:26.9,8071,32,101,17.91
13:27.0,7716,32,101,16.997
13:27.1,7793,32,101,18.90275
13:27.2,7793,32,101,17.4535
13:27.3,7731,31,101,19.186
13:27.4,7783,31,101,20.5005
13:27.5,7776,31,101,17.80275
13:27.6,7776,38,101,19.978
13:27.7,7978,43,101,18.394
13:27.8,8130,43,101,17.80275
13:27.9,8241,43,101,18.405
13:28.0,8363,43,101,18.25925
13:28.1,8419,43,101,17.56075
13:28.2,7901,6,101,15.70725
13:28.3,7861,7,101,20.891
13:28.4,7770,7,101,21.02575
13:28.5,6918,8,101,21.078
13:28.6,6644,9,101,19.439
13:28.7,6469,15,101,20.957
13:28.8,6581,38,101,21.11925
13:28.9,7256,31,101,18.8505
13:29.0,6229,6,101,13.36975
13:29.1,6103,10,101,17.8275
13:29.2,5986,10,101,21.21275
13:29.3,5751,10,101,21.2925
13:29.4,5522,10,101,19.615
13:29.5,5307,10,101,21.24025
13:29.6,5079,10,101,19.99175
13:29.7,5040,15,101,20.05775
13:29.8,5260,30,101,18.41875
13:29.9,5326,30,101,13.169
13:30.0,5573,17,101,11.75825
13:30.1,4943,7,101,11.11475
13:30.2,5151,9,101,18.0035
13:30.3,5049,10,101,21.03675
13:30.4,4860,9,101,19.42525
13:30.5,4705,12,101,21.02575
13:30.6,5125,32,101,21.21275
13:30.7,5582,44,101,13.18275
13:30.8,5771,25,101,10.75175
13:30.9,5669,7,101,14.76675
13:31.0,5170,7,101,16.634
13:31.1,5422,10,101,19.62875
13:31.2,5201,20,101,21.199
13:31.3,5855,29,101,20.5555
13:31.4,5647,29,101,14.72825
13:31.5,5971,29,101,12.4705
13:31.6,6107,31,101,12.14875
13:31.7,6266,33,101,13.57325
13:31.8,6496,34,101,16.01525
13:31.9,6602,34,101,15.06375
13:32.0,6848,34,101,15.292
13:32.1,7017,32,101,16.28475
13:32.2,7140,32,101,13.85375
13:32.3,7270,32,101,14.1095
13:32.4,6535,19,101,15.842
13:32.5,6947,28,101,16.634
13:32.6,7104,28,101,14.566
13:32.7,6923,28,101,15.7595
13:32.8,6916,28,101,14.016
13:32.9,6805,11,101,16.1225
13:33.0,6237,9,101,16.15
13:33.1,6384,17,101,17.25
13:33.2,6338,17,101,21.144
13:33.3,6167,18,101,20.352
13:33.4,6155,20,101,17.56075
13:33.5,6184,23,101,17.65425
13:33.6,6254,24,101,17.239
13:33.7,6157,27,101,17.9375
13:33.8,6229,27,101,16.25725
13:33.9,6490,33,101,15.5725
13:34.0,6530,33,101,19.0375
13:34.1,6620,33,101,14.9565
13:34.2,6718,33,101,15.64125
13:34.3,6840,33,101,16.271
13:34.4,7113,33,101,14.2965
13:34.5,7256,33,101,15.4515
13:34.6,7530,45,101,13.76025
13:34.7,8209,46,101,15.25075
13:34.8,8370,48,101,15.1435
13:34.9,10162,7,102,21.09175
13:35.0,9936,7,102,19.57375
13:35.1,9422,7,102,21.078
13:35.2,9295,7,102,19.48025
13:35.3,9097,7,102,21.078
13:35.4,8604,7,102,19.439
13:35.5,8393,7,102,21.06425
13:35.6,8148,10,102,21.15775
13:35.7,7894,24,102,19.38675
13:35.8,8155,34,102,21.1055
13:35.9,8344,34,102,21.1055
13:36.0,7914,34,102,14.566
13:36.1,7944,34,102,18.41875
13:36.2,7985,34,102,20.77
13:36.3,8238,45,102,20.6215
13:36.4,8600,52,102,16.80725
13:36.5,8696,52,102,17.855
13:36.6,9084,46,102,15.963
13:36.7,8359,21,102,15.55875
13:36.8,7671,21,102,15.98775
13:36.9,7521,21,102,20.91575
13:37.0,6975,21,102,19.56
13:37.1,6783,18,102,17.2775
13:37.2,6264,6,102,15.15725
13:37.3,6323,8,102,13.477
13:37.4,6175,9,102,21.03675
13:37.5,5941,9,102,21.133
13:37.6,5702,11,102,19.56
13:37.7,5484,16,102,21.06425
13:37.8,5381,16,102,21.15775
13:37.9,5231,16,102,19.41425
13:38.0,5188,24,102,20.7425
13:38.1,5833,45,102,16.9695
13:38.2,6117,26,102,11.84075
13:38.3,6056,8,102,10.59225
13:38.4,5099,7,102,18.9825
13:38.5,5022,7,102,19.4665
13:38.6,4815,7,102,20.1925
13:38.7,4611,15,102,21.03675
13:38.8,5293,30,102,19.615
13:38.9,5212,30,102,20.957
13:39.0,5456,31,102,15.6275
13:39.1,5612,32,102,10.01475
13:39.2,5965,33,102,13.356
13:39.3,6181,33,102,13.224
13:39.4,6637,34,102,15.358
13:39.5,6754,35,102,14.258
13:39.6,6972,21,102,16.28475
13:39.7,6494,10,102,14.55225
13:39.8,6394,10,102,21.199
13:39.9,6208,10,102,19.78825
13:40.0,6101,10,102,19.38675
13:40.1,5719,10,102,19.7085
13:40.2,5553,10,102,20.15125
13:40.3,5367,10,102,21.2925
13:40.4,5206,10,102,19.45275
13:40.5,4986,10,102,20.407
13:40.6,4816,10,102,21.133
13:40.7,4683,10,102,19.56
13:40.8,4535,10,102,21.09175
13:40.9,4436,10,102,21.2925
13:41.0,4414,10,102,19.50775
13:41.1,4315,10,102,20.957
13:41.2,4583,15,102,21.09175
13:41.3,4360,15,102,18.0035
13:41.4,4444,15,102,15.963
13:41.5,4386,15,102,15.3305
13:41.6,4421,15,102,13.29
13:41.7,4508,15,102,14.808
13:41.8,4533,15,102,14.9675
13:41.9,4554,19,102,13.3835
13:42.0,4853,30,102,14.82175
13:42.1,5517,35,102,11.84075
13:42.2,5527,35,102,13.8015
13:42.3,6042,35,102,14.76675
13:42.4,6336,35,102,13.0205
13:42.5,6592,35,102,13.90875
13:42.6,6952,36,102,15.303
13:42.7,7033,15,102,14.082
13:42.8,6456,12,102,15.80075
13:42.9,6639,21,102,15.27825
13:43.0,6722,40,102,15.8695
13:43.1,7312,46,102,16.37825
13:43.2,7594,46,102,14.24425
13:43.3,7918,47,102,13.03425
13:43.4,8660,49,102,17.41225
13:43.5,8672,45,102,14.808
13:43.6,8040,7,102,16.2435
13:43.7,7735,9,102,17.07675
13:43.8,7376,9,102,21.09175
13:43.9,6749,10,102,19.736
13:44.0,6438,21,102,21.11925
13:44.1,6929,40,102,19.9505
13:44.2,7312,41,102,13.774
13:44.3,7281,30,102,13.06175
13:44.4,7148,24,102,11.59875
13:44.5,7075,26,102,15.06375
13:44.6,7304,34,102,13.54575
13:44.7,7131,12,102,15.303
13:44.8,6530,11,102,16.942
13:44.9,6978,21,102,19.38675
13:45.0,6840,21,102,19.802
13:45.1,6698,21,102,17.2775
13:45.2,6546,24,102,15.31675
13:45.3,6551,25,102,17.34625
13:45.4,6533,27,102,17.4535
13:45.5,6637,27,102,16.2985
13:45.6,6679,27,102,17.34625
13:45.7,6698,27,102,16.21875
13:45.8,6783,26,102,14.60725
13:45.9,6672,9,102,15.7595
13:46.0,6115,6,102,14.4175
13:46.1,6336,11,102,19.81575
13:46.2,6147,13,102,21.24025
13:46.3,5994,20,102,19.54625
13:46.4,6145,26,102,19.56
13:46.5,6358,40,102,17.239
13:46.6,6658,41,102,15.424
13:46.7,6634,6,103,13.4385
13:46.8,5657,8,102,13.356
13:46.9,6034,13,102,19.5215
13:47.0,6245,20,102,21.09175
13:47.1,6202,20,102,18.80925
13:47.2,6141,35,102,16.337
13:47.3,6474,36,102,17.492
13:47.4,6634,36,103,13.224
13:47.5,6911,36,103,10.68575
13:47.6,7712,44,103,14.082
